"","educ","conpress"
"47650",18,NA
"47651",14,NA
"47652",2,NA
"47653",16,NA
"47654",18,NA
"47655",16,2
"47656",17,NA
"47657",16,3
"47658",18,NA
"47659",10,2
"47660",14,NA
"47661",13,NA
"47662",12,NA
"47663",13,NA
"47664",14,NA
"47665",12,NA
"47666",14,3
"47667",16,3
"47668",6,2
"47669",8,NA
"47670",10,NA
"47671",11,1
"47672",12,2
"47673",16,1
"47674",12,3
"47675",15,NA
"47676",17,NA
"47677",16,NA
"47678",14,2
"47679",12,3
"47680",14,NA
"47681",12,3
"47682",12,3
"47683",16,NA
"47684",9,NA
"47685",14,NA
"47686",15,NA
"47687",19,2
"47688",19,NA
"47689",16,2
"47690",11,NA
"47691",12,NA
"47692",14,2
"47693",16,2
"47694",16,3
"47695",16,2
"47696",15,2
"47697",16,NA
"47698",12,NA
"47699",14,3
"47700",15,NA
"47701",12,3
"47702",9,NA
"47703",11,1
"47704",11,NA
"47705",15,NA
"47706",11,3
"47707",14,NA
"47708",11,NA
"47709",15,2
"47710",12,3
"47711",16,NA
"47712",12,2
"47713",20,NA
"47714",14,NA
"47715",13,NA
"47716",12,3
"47717",16,3
"47718",16,NA
"47719",17,NA
"47720",13,2
"47721",13,2
"47722",18,NA
"47723",16,NA
"47724",12,NA
"47725",12,2
"47726",12,3
"47727",14,2
"47728",18,NA
"47729",5,NA
"47730",14,3
"47731",16,3
"47732",17,NA
"47733",12,3
"47734",16,3
"47735",18,2
"47736",12,NA
"47737",12,NA
"47738",8,2
"47739",0,1
"47740",15,NA
"47741",10,1
"47742",2,1
"47743",2,NA
"47744",9,NA
"47745",14,NA
"47746",2,NA
"47747",10,3
"47748",13,NA
"47749",13,NA
"47750",13,NA
"47751",19,3
"47752",15,NA
"47753",12,NA
"47754",6,NA
"47755",12,2
"47756",13,NA
"47757",6,NA
"47758",12,NA
"47759",2,NA
"47760",2,NA
"47761",14,NA
"47762",18,3
"47763",2,NA
"47764",19,2
"47765",10,NA
"47766",15,NA
"47767",20,2
"47768",12,2
"47769",14,NA
"47770",14,NA
"47771",20,2
"47772",16,3
"47773",16,NA
"47774",18,2
"47775",14,3
"47776",13,NA
"47777",12,NA
"47778",14,NA
"47779",13,NA
"47780",12,NA
"47781",12,NA
"47782",16,3
"47783",0,NA
"47784",12,3
"47785",12,NA
"47786",12,NA
"47787",13,2
"47788",16,2
"47789",17,NA
"47790",12,NA
"47791",14,NA
"47792",16,NA
"47793",12,NA
"47794",12,NA
"47795",12,2
"47796",11,NA
"47797",12,NA
"47798",16,NA
"47799",14,2
"47800",14,NA
"47801",13,NA
"47802",16,2
"47803",20,NA
"47804",12,1
"47805",15,3
"47806",9,2
"47807",13,NA
"47808",15,2
"47809",12,NA
"47810",12,2
"47811",14,3
"47812",15,3
"47813",14,NA
"47814",12,2
"47815",13,2
"47816",12,NA
"47817",18,NA
"47818",18,3
"47819",16,NA
"47820",16,2
"47821",18,NA
"47822",12,1
"47823",19,NA
"47824",16,NA
"47825",15,NA
"47826",16,NA
"47827",12,3
"47828",10,NA
"47829",16,NA
"47830",14,3
"47831",12,NA
"47832",14,NA
"47833",12,NA
"47834",13,3
"47835",11,3
"47836",16,2
"47837",16,NA
"47838",12,3
"47839",16,NA
"47840",15,3
"47841",12,NA
"47842",16,NA
"47843",12,NA
"47844",13,NA
"47845",12,NA
"47846",12,NA
"47847",9,2
"47848",10,NA
"47849",12,NA
"47850",16,NA
"47851",16,3
"47852",12,2
"47853",17,3
"47854",16,NA
"47855",20,NA
"47856",16,3
"47857",16,3
"47858",14,NA
"47859",14,3
"47860",14,3
"47861",12,NA
"47862",12,NA
"47863",8,NA
"47864",10,NA
"47865",16,NA
"47866",14,NA
"47867",16,3
"47868",13,NA
"47869",13,3
"47870",12,3
"47871",12,2
"47872",16,NA
"47873",12,NA
"47874",14,NA
"47875",14,NA
"47876",9,NA
"47877",12,NA
"47878",16,NA
"47879",11,NA
"47880",14,NA
"47881",12,3
"47882",12,NA
"47883",13,3
"47884",13,NA
"47885",13,3
"47886",10,NA
"47887",12,1
"47888",12,2
"47889",14,NA
"47890",14,NA
"47891",14,3
"47892",12,3
"47893",14,3
"47894",14,3
"47895",13,NA
"47896",18,NA
"47897",14,NA
"47898",12,NA
"47899",16,NA
"47900",11,NA
"47901",8,NA
"47902",18,NA
"47903",12,NA
"47904",16,NA
"47905",12,3
"47906",13,NA
"47907",12,NA
"47908",14,NA
"47909",12,3
"47910",16,NA
"47911",16,NA
"47912",16,3
"47913",12,NA
"47914",13,NA
"47915",12,NA
"47916",17,3
"47917",12,NA
"47918",14,2
"47919",12,NA
"47920",12,2
"47921",12,NA
"47922",16,NA
"47923",16,NA
"47924",13,2
"47925",16,NA
"47926",18,2
"47927",12,NA
"47928",17,NA
"47929",14,NA
"47930",18,3
"47931",14,NA
"47932",10,NA
"47933",13,2
"47934",2,NA
"47935",12,NA
"47936",11,NA
"47937",15,3
"47938",14,NA
"47939",15,NA
"47940",18,3
"47941",20,3
"47942",16,2
"47943",12,NA
"47944",14,NA
"47945",15,2
"47946",18,NA
"47947",18,NA
"47948",17,3
"47949",16,NA
"47950",16,3
"47951",14,NA
"47952",16,2
"47953",15,2
"47954",16,NA
"47955",18,NA
"47956",14,NA
"47957",11,NA
"47958",20,NA
"47959",17,2
"47960",14,2
"47961",15,NA
"47962",1,NA
"47963",12,NA
"47964",9,1
"47965",7,NA
"47966",5,NA
"47967",2,2
"47968",11,2
"47969",12,NA
"47970",19,2
"47971",16,3
"47972",12,3
"47973",17,NA
"47974",12,NA
"47975",16,1
"47976",13,NA
"47977",5,NA
"47978",18,1
"47979",16,NA
"47980",16,NA
"47981",15,3
"47982",18,NA
"47983",14,2
"47984",13,NA
"47985",16,NA
"47986",18,2
"47987",18,NA
"47988",19,2
"47989",16,NA
"47990",14,3
"47991",18,NA
"47992",20,2
"47993",14,NA
"47994",14,NA
"47995",17,2
"47996",12,1
"47997",13,NA
"47998",14,2
"47999",16,NA
"48000",13,NA
"48001",14,2
"48002",18,3
"48003",15,3
"48004",14,NA
"48005",16,2
"48006",16,NA
"48007",16,NA
"48008",12,3
"48009",16,3
"48010",16,NA
"48011",12,2
"48012",17,1
"48013",17,3
"48014",19,NA
"48015",19,NA
"48016",16,3
"48017",16,3
"48018",11,NA
"48019",15,3
"48020",14,NA
"48021",6,NA
"48022",14,3
"48023",12,NA
"48024",11,1
"48025",6,NA
"48026",13,3
"48027",12,NA
"48028",9,NA
"48029",10,2
"48030",12,NA
"48031",12,2
"48032",9,NA
"48033",6,3
"48034",14,NA
"48035",15,NA
"48036",13,NA
"48037",16,NA
"48038",19,2
"48039",16,2
"48040",20,NA
"48041",10,2
"48042",14,NA
"48043",10,2
"48044",15,NA
"48045",12,NA
"48046",12,3
"48047",16,NA
"48048",18,NA
"48049",12,2
"48050",18,2
"48051",12,3
"48052",12,NA
"48053",12,3
"48054",19,NA
"48055",16,NA
"48056",14,NA
"48057",13,NA
"48058",16,NA
"48059",18,2
"48060",12,NA
"48061",12,NA
"48062",12,NA
"48063",11,NA
"48064",18,2
"48065",12,NA
"48066",13,NA
"48067",12,NA
"48068",13,NA
"48069",13,2
"48070",17,1
"48071",16,NA
"48072",12,1
"48073",12,NA
"48074",20,2
"48075",13,NA
"48076",16,2
"48077",16,3
"48078",19,NA
"48079",20,2
"48080",12,NA
"48081",12,1
"48082",16,NA
"48083",13,NA
"48084",13,NA
"48085",13,1
"48086",14,2
"48087",14,NA
"48088",12,NA
"48089",6,NA
"48090",16,NA
"48091",16,NA
"48092",12,3
"48093",12,3
"48094",4,NA
"48095",NA,NA
"48096",14,NA
"48097",9,NA
"48098",13,NA
"48099",14,3
"48100",12,2
"48101",14,2
"48102",13,NA
"48103",6,2
"48104",13,NA
"48105",13,NA
"48106",12,3
"48107",12,NA
"48108",12,NA
"48109",12,3
"48110",12,NA
"48111",12,NA
"48112",11,NA
"48113",14,NA
"48114",16,2
"48115",16,NA
"48116",16,3
"48117",16,2
"48118",16,NA
"48119",16,NA
"48120",15,NA
"48121",13,2
"48122",14,2
"48123",9,2
"48124",10,NA
"48125",14,NA
"48126",16,NA
"48127",11,2
"48128",12,NA
"48129",12,2
"48130",15,3
"48131",16,NA
"48132",12,NA
"48133",14,NA
"48134",17,NA
"48135",12,2
"48136",12,2
"48137",14,NA
"48138",12,NA
"48139",12,NA
"48140",12,NA
"48141",12,NA
"48142",13,2
"48143",12,2
"48144",12,2
"48145",12,NA
"48146",12,2
"48147",15,2
"48148",14,NA
"48149",12,3
"48150",15,2
"48151",17,NA
"48152",10,2
"48153",9,NA
"48154",8,NA
"48155",9,NA
"48156",12,2
"48157",7,NA
"48158",12,NA
"48159",15,NA
"48160",12,NA
"48161",20,NA
"48162",18,NA
"48163",14,NA
"48164",19,NA
"48165",14,NA
"48166",2,NA
"48167",12,1
"48168",15,NA
"48169",18,2
"48170",14,NA
"48171",16,NA
"48172",15,2
"48173",12,NA
"48174",13,NA
"48175",16,NA
"48176",12,NA
"48177",12,NA
"48178",12,1
"48179",16,3
"48180",18,NA
"48181",16,NA
"48182",16,2
"48183",18,NA
"48184",16,3
"48185",10,2
"48186",10,NA
"48187",11,2
"48188",13,3
"48189",11,NA
"48190",12,2
"48191",12,NA
"48192",14,NA
"48193",14,NA
"48194",13,2
"48195",12,3
"48196",12,NA
"48197",10,NA
"48198",12,NA
"48199",12,2
"48200",13,NA
"48201",14,NA
"48202",11,1
"48203",13,3
"48204",20,NA
"48205",0,NA
"48206",13,2
"48207",16,2
"48208",12,1
"48209",20,NA
"48210",14,3
"48211",20,NA
"48212",17,NA
"48213",15,1
"48214",14,NA
"48215",13,2
"48216",16,NA
"48217",15,3
"48218",14,NA
"48219",12,NA
"48220",8,NA
"48221",14,NA
"48222",13,NA
"48223",16,NA
"48224",2,1
"48225",13,2
"48226",9,NA
"48227",7,2
"48228",2,NA
"48229",12,NA
"48230",14,NA
"48231",9,NA
"48232",12,2
"48233",12,NA
"48234",8,NA
"48235",2,2
"48236",12,NA
"48237",20,NA
"48238",13,NA
"48239",14,3
"48240",12,NA
"48241",12,NA
"48242",12,NA
"48243",13,3
"48244",11,3
"48245",12,NA
"48246",13,NA
"48247",14,NA
"48248",12,NA
"48249",17,2
"48250",16,NA
"48251",12,2
"48252",12,NA
"48253",14,NA
"48254",9,NA
"48255",16,2
"48256",11,NA
"48257",16,NA
"48258",18,NA
"48259",16,3
"48260",12,NA
"48261",12,NA
"48262",16,2
"48263",16,2
"48264",14,NA
"48265",16,3
"48266",12,NA
"48267",16,NA
"48268",13,2
"48269",18,3
"48270",20,NA
"48271",12,NA
"48272",16,NA
"48273",9,NA
"48274",14,3
"48275",14,NA
"48276",10,3
"48277",18,2
"48278",15,NA
"48279",12,NA
"48280",11,NA
"48281",9,1
"48282",12,3
"48283",12,2
"48284",14,NA
"48285",12,NA
"48286",12,2
"48287",15,3
"48288",12,3
"48289",12,2
"48290",17,2
"48291",18,NA
"48292",11,2
"48293",16,NA
"48294",12,2
"48295",6,2
"48296",7,2
"48297",14,3
"48298",12,2
"48299",18,2
"48300",12,3
"48301",14,NA
"48302",13,2
"48303",12,NA
"48304",19,2
"48305",16,NA
"48306",12,2
"48307",14,NA
"48308",16,NA
"48309",13,NA
"48310",12,NA
"48311",12,2
"48312",14,NA
"48313",12,NA
"48314",14,NA
"48315",13,2
"48316",12,2
"48317",14,2
"48318",18,NA
"48319",14,2
"48320",15,2
"48321",12,NA
"48322",17,2
"48323",12,3
"48324",16,NA
"48325",18,NA
"48326",6,NA
"48327",12,NA
"48328",14,NA
"48329",11,NA
"48330",12,3
"48331",15,NA
"48332",14,2
"48333",14,3
"48334",16,1
"48335",17,2
"48336",18,2
"48337",14,2
"48338",9,2
"48339",13,2
"48340",14,NA
"48341",13,2
"48342",12,NA
"48343",15,NA
"48344",12,NA
"48345",16,3
"48346",15,2
"48347",14,2
"48348",16,1
"48349",18,NA
"48350",12,NA
"48351",13,3
"48352",16,NA
"48353",13,3
"48354",12,3
"48355",NA,NA
"48356",12,2
"48357",12,3
"48358",18,2
"48359",16,NA
"48360",14,3
"48361",10,2
"48362",13,2
"48363",12,2
"48364",12,NA
"48365",12,3
"48366",10,NA
"48367",13,3
"48368",12,NA
"48369",13,NA
"48370",12,NA
"48371",12,NA
"48372",15,3
"48373",12,NA
"48374",12,NA
"48375",16,NA
"48376",16,3
"48377",12,NA
"48378",13,NA
"48379",14,2
"48380",12,2
"48381",17,NA
"48382",10,3
"48383",15,NA
"48384",12,NA
"48385",16,NA
"48386",11,2
"48387",12,NA
"48388",8,NA
"48389",12,2
"48390",12,3
"48391",12,NA
"48392",12,NA
"48393",14,NA
"48394",17,2
"48395",7,2
"48396",12,NA
"48397",12,NA
"48398",12,NA
"48399",12,3
"48400",11,3
"48401",19,2
"48402",12,NA
"48403",12,NA
"48404",17,NA
"48405",12,3
"48406",9,NA
"48407",14,NA
"48408",15,3
"48409",10,NA
"48410",16,NA
"48411",19,2
"48412",16,NA
"48413",12,2
"48414",12,NA
"48415",12,NA
"48416",11,NA
"48417",16,NA
"48418",17,3
"48419",13,NA
"48420",11,3
"48421",12,NA
"48422",12,NA
"48423",14,2
"48424",20,1
"48425",14,1
"48426",5,1
"48427",12,2
"48428",8,2
"48429",12,NA
"48430",12,NA
"48431",12,1
"48432",14,NA
"48433",20,NA
"48434",10,NA
"48435",19,NA
"48436",12,NA
"48437",14,NA
"48438",16,2
"48439",12,1
"48440",16,NA
"48441",16,2
"48442",12,NA
"48443",12,NA
"48444",6,3
"48445",12,NA
"48446",10,NA
"48447",6,2
"48448",14,NA
"48449",14,3
"48450",11,1
"48451",18,3
"48452",19,1
"48453",13,3
"48454",12,NA
"48455",15,2
"48456",12,3
"48457",14,3
"48458",12,2
"48459",11,1
"48460",12,NA
"48461",12,NA
"48462",12,NA
"48463",16,2
"48464",12,NA
"48465",18,3
"48466",16,2
"48467",12,1
"48468",7,NA
"48469",12,NA
"48470",12,NA
"48471",12,3
"48472",14,2
"48473",13,3
"48474",16,NA
"48475",12,NA
"48476",12,2
"48477",13,NA
"48478",14,NA
"48479",16,2
"48480",16,1
"48481",12,2
"48482",16,3
"48483",13,NA
"48484",11,NA
"48485",14,2
"48486",9,2
"48487",12,NA
"48488",9,NA
"48489",20,NA
"48490",14,NA
"48491",11,NA
"48492",12,NA
"48493",16,NA
"48494",13,NA
"48495",14,2
"48496",12,1
"48497",18,2
"48498",12,NA
"48499",20,NA
"48500",12,2
"48501",15,3
"48502",12,2
"48503",12,2
"48504",12,NA
"48505",13,NA
"48506",12,NA
"48507",16,NA
"48508",17,NA
"48509",12,3
"48510",14,NA
"48511",20,NA
"48512",13,1
"48513",12,NA
"48514",15,3
"48515",16,NA
"48516",16,NA
"48517",12,NA
"48518",20,NA
"48519",20,NA
"48520",19,1
"48521",12,3
"48522",16,2
"48523",8,NA
"48524",12,NA
"48525",20,NA
"48526",12,2
"48527",12,NA
"48528",12,1
"48529",16,2
"48530",16,NA
"48531",12,2
"48532",12,NA
"48533",8,NA
"48534",12,NA
"48535",15,1
"48536",11,NA
"48537",8,NA
"48538",15,NA
"48539",14,1
"48540",10,NA
"48541",0,1
"48542",12,3
"48543",12,1
"48544",12,NA
"48545",10,NA
"48546",12,3
"48547",16,NA
"48548",8,NA
"48549",9,2
"48550",11,2
"48551",14,3
"48552",8,2
"48553",17,NA
"48554",2,NA
"48555",10,2
"48556",14,3
"48557",13,1
"48558",20,NA
"48559",10,3
"48560",14,3
"48561",18,3
"48562",16,NA
"48563",16,NA
"48564",14,NA
"48565",18,3
"48566",13,NA
"48567",15,NA
"48568",12,3
"48569",16,NA
"48570",17,NA
"48571",16,2
"48572",12,NA
"48573",14,3
"48574",18,NA
"48575",17,3
"48576",13,NA
"48577",13,3
"48578",14,2
"48579",12,NA
"48580",12,2
"48581",13,3
"48582",17,NA
"48583",16,NA
"48584",20,2
"48585",14,NA
"48586",16,NA
"48587",16,NA
"48588",12,NA
"48589",12,NA
"48590",16,3
"48591",16,2
"48592",15,NA
"48593",13,2
"48594",12,NA
"48595",12,NA
"48596",13,NA
"48597",15,2
"48598",12,3
"48599",17,3
"48600",12,NA
"48601",12,2
"48602",13,NA
"48603",14,NA
"48604",12,2
"48605",16,2
"48606",17,NA
"48607",16,NA
"48608",17,3
"48609",15,2
"48610",12,2
"48611",14,NA
"48612",12,2
"48613",13,1
"48614",20,3
"48615",12,NA
"48616",12,2
"48617",19,2
"48618",16,3
"48619",12,1
"48620",20,2
"48621",16,2
"48622",13,NA
"48623",12,NA
"48624",8,2
"48625",16,NA
"48626",16,3
"48627",13,NA
"48628",13,NA
"48629",16,3
"48630",12,3
"48631",12,NA
"48632",12,2
"48633",13,NA
"48634",16,2
"48635",16,2
"48636",14,NA
"48637",12,2
"48638",12,3
"48639",10,NA
"48640",18,NA
"48641",18,NA
"48642",16,NA
"48643",13,3
"48644",18,NA
"48645",19,2
"48646",14,2
"48647",16,NA
"48648",14,1
"48649",16,2
"48650",16,NA
"48651",13,2
"48652",15,NA
"48653",12,1
"48654",6,2
"48655",15,2
"48656",12,NA
"48657",16,2
"48658",11,3
"48659",12,2
"48660",16,NA
"48661",12,NA
"48662",14,NA
"48663",13,NA
"48664",16,2
"48665",16,2
"48666",13,2
"48667",12,3
"48668",12,NA
"48669",14,NA
"48670",11,NA
"48671",18,NA
"48672",10,2
"48673",18,NA
"48674",16,3
"48675",13,2
"48676",16,3
"48677",11,NA
"48678",16,2
"48679",16,2
"48680",16,NA
"48681",12,NA
"48682",13,3
"48683",19,NA
"48684",15,2
"48685",13,2
"48686",15,NA
"48687",10,1
"48688",18,2
"48689",14,NA
"48690",13,NA
"48691",13,2
"48692",14,NA
"48693",8,3
"48694",13,2
"48695",12,NA
"48696",17,NA
"48697",18,NA
"48698",16,NA
"48699",20,3
"48700",18,2
"48701",14,NA
"48702",12,3
"48703",14,1
"48704",10,NA
"48705",16,NA
"48706",16,3
"48707",14,2
"48708",16,NA
"48709",20,NA
"48710",16,NA
"48711",13,NA
"48712",12,2
"48713",11,3
"48714",12,NA
"48715",18,3
"48716",12,NA
"48717",12,NA
"48718",16,NA
"48719",14,NA
"48720",16,3
"48721",12,2
"48722",16,NA
"48723",18,NA
"48724",12,NA
"48725",12,NA
"48726",14,NA
"48727",12,NA
"48728",10,2
"48729",16,3
"48730",12,NA
"48731",12,NA
"48732",12,NA
"48733",12,NA
"48734",12,NA
"48735",13,NA
"48736",16,NA
"48737",10,NA
"48738",14,NA
"48739",12,2
"48740",13,3
"48741",16,NA
"48742",14,NA
"48743",16,NA
"48744",19,3
"48745",18,3
"48746",12,NA
"48747",10,NA
"48748",9,3
"48749",14,1
"48750",18,NA
"48751",15,1
"48752",9,NA
"48753",12,NA
"48754",12,3
"48755",12,NA
"48756",16,NA
"48757",13,3
"48758",12,3
"48759",14,NA
"48760",12,NA
"48761",9,2
"48762",16,NA
"48763",15,3
"48764",11,3
"48765",16,3
"48766",12,2
"48767",12,NA
"48768",16,NA
"48769",16,NA
"48770",12,NA
"48771",16,NA
"48772",20,NA
"48773",16,NA
"48774",19,2
"48775",14,NA
"48776",16,NA
"48777",13,NA
"48778",16,NA
"48779",16,NA
"48780",19,NA
"48781",16,3
"48782",20,3
"48783",16,2
"48784",16,NA
"48785",16,NA
"48786",14,NA
"48787",14,NA
"48788",16,2
"48789",14,NA
"48790",13,2
"48791",14,2
"48792",3,NA
"48793",14,NA
"48794",14,2
"48795",11,2
"48796",18,2
"48797",12,2
"48798",14,3
"48799",13,NA
"48800",12,NA
"48801",14,2
"48802",12,NA
"48803",16,NA
"48804",16,NA
"48805",18,NA
"48806",13,NA
"48807",12,NA
"48808",12,NA
"48809",15,3
"48810",16,3
"48811",18,NA
"48812",13,NA
"48813",12,NA
"48814",12,NA
"48815",0,NA
"48816",16,NA
"48817",13,NA
"48818",13,NA
"48819",12,NA
"48820",18,NA
"48821",12,NA
"48822",13,3
"48823",13,NA
"48824",11,NA
"48825",17,3
"48826",12,NA
"48827",18,2
"48828",20,NA
"48829",16,2
"48830",13,3
"48831",20,NA
"48832",16,NA
"48833",13,1
"48834",14,NA
"48835",14,NA
"48836",14,NA
"48837",12,2
"48838",16,3
"48839",16,2
"48840",11,NA
"48841",13,NA
"48842",17,3
"48843",14,1
"48844",11,NA
"48845",11,NA
"48846",12,NA
"48847",16,2
"48848",16,NA
"48849",14,NA
"48850",16,NA
"48851",16,3
"48852",19,NA
"48853",10,NA
"48854",18,2
"48855",14,NA
"48856",8,3
"48857",19,NA
"48858",15,2
"48859",19,NA
"48860",15,2
"48861",20,NA
"48862",12,NA
"48863",13,3
"48864",15,3
"48865",14,NA
"48866",20,2
"48867",20,NA
"48868",15,NA
"48869",16,NA
"48870",13,NA
"48871",15,NA
"48872",12,NA
"48873",14,2
"48874",16,NA
"48875",12,NA
"48876",15,3
"48877",11,2
"48878",15,3
"48879",15,NA
"48880",13,NA
"48881",9,NA
"48882",9,NA
"48883",17,NA
"48884",12,NA
"48885",10,NA
"48886",13,NA
"48887",18,3
"48888",15,2
"48889",12,NA
"48890",13,3
"48891",10,NA
"48892",10,NA
"48893",14,3
"48894",14,2
"48895",14,2
"48896",13,NA
"48897",14,2
"48898",10,NA
"48899",13,NA
"48900",10,NA
"48901",13,NA
"48902",16,3
"48903",10,NA
"48904",11,1
"48905",11,3
"48906",15,NA
"48907",19,1
"48908",12,NA
"48909",14,2
"48910",14,NA
"48911",10,3
"48912",16,NA
"48913",7,NA
"48914",14,NA
"48915",12,NA
"48916",14,1
"48917",12,NA
"48918",15,NA
"48919",12,NA
"48920",12,NA
"48921",16,NA
"48922",12,3
"48923",12,1
"48924",14,NA
"48925",18,2
"48926",13,NA
"48927",14,NA
"48928",16,NA
"48929",16,NA
"48930",16,1
"48931",14,NA
"48932",19,NA
"48933",12,1
"48934",17,2
"48935",15,NA
"48936",10,NA
"48937",15,NA
"48938",18,NA
"48939",16,NA
"48940",19,2
"48941",14,NA
"48942",16,2
"48943",17,NA
"48944",16,2
"48945",11,NA
"48946",12,NA
"48947",14,3
"48948",12,NA
"48949",13,3
"48950",12,NA
"48951",12,NA
"48952",16,2
"48953",13,NA
"48954",16,NA
"48955",12,1
"48956",16,NA
"48957",14,3
"48958",13,NA
"48959",12,NA
"48960",6,3
"48961",12,NA
"48962",18,3
"48963",15,NA
"48964",12,3
"48965",14,3
"48966",16,3
"48967",14,NA
"48968",9,NA
"48969",12,2
"48970",15,2
"48971",14,NA
"48972",14,NA
"48973",14,NA
"48974",11,NA
"48975",16,NA
"48976",15,NA
"48977",12,3
"48978",12,NA
"48979",14,2
"48980",18,3
"48981",12,2
"48982",14,2
"48983",13,2
"48984",8,3
"48985",10,NA
"48986",12,NA
"48987",12,NA
"48988",14,NA
"48989",10,2
"48990",15,2
"48991",11,3
"48992",16,1
"48993",12,3
"48994",3,3
"48995",12,NA
"48996",12,NA
"48997",12,NA
"48998",14,NA
"48999",14,NA
"49000",11,2
"49001",12,NA
"49002",13,NA
"49003",12,NA
"49004",14,NA
"49005",10,1
"49006",12,3
"49007",16,3
"49008",14,NA
"49009",12,2
"49010",12,3
"49011",14,3
"49012",12,NA
"49013",12,3
"49014",12,NA
"49015",14,3
"49016",18,3
"49017",15,3
"49018",17,NA
"49019",15,2
"49020",17,2
"49021",12,2
"49022",12,NA
"49023",12,NA
"49024",12,2
"49025",12,2
"49026",16,NA
"49027",14,NA
"49028",17,NA
"49029",15,NA
"49030",18,NA
"49031",20,NA
"49032",16,NA
"49033",16,NA
"49034",16,NA
"49035",16,NA
"49036",2,3
"49037",12,NA
"49038",16,NA
"49039",17,NA
"49040",16,NA
"49041",12,NA
"49042",17,3
"49043",13,3
"49044",12,1
"49045",12,NA
"49046",18,NA
"49047",16,3
"49048",6,2
"49049",15,NA
"49050",14,NA
"49051",12,NA
"49052",13,NA
"49053",12,NA
"49054",17,2
"49055",18,3
"49056",16,NA
"49057",17,NA
"49058",12,1
"49059",2,NA
"49060",12,NA
"49061",13,2
"49062",6,3
"49063",20,2
"49064",19,2
"49065",7,2
"49066",16,3
"49067",12,2
"49068",7,NA
"49069",16,NA
"49070",16,1
"49071",14,3
"49072",12,3
"49073",17,NA
"49074",12,NA
"49075",15,NA
"49076",14,2
"49077",16,NA
"49078",20,2
"49079",17,2
"49080",16,NA
"49081",17,3
"49082",12,NA
"49083",16,NA
"49084",12,NA
"49085",20,NA
"49086",17,NA
"49087",16,NA
"49088",16,NA
"49089",14,NA
"49090",19,2
"49091",9,NA
"49092",17,3
"49093",12,NA
"49094",8,NA
"49095",7,1
"49096",16,NA
"49097",14,2
"49098",12,NA
"49099",17,NA
"49100",13,3
"49101",16,3
"49102",16,1
"49103",16,1
"49104",14,2
"49105",13,NA
"49106",12,NA
"49107",16,NA
"49108",17,NA
"49109",16,NA
"49110",16,2
"49111",13,NA
"49112",13,2
"49113",16,3
"49114",16,3
"49115",12,3
"49116",16,NA
"49117",12,NA
"49118",18,NA
"49119",13,2
"49120",11,NA
"49121",18,2
"49122",16,NA
"49123",12,NA
"49124",20,2
"49125",16,3
"49126",16,2
"49127",12,NA
"49128",10,NA
"49129",15,3
"49130",16,NA
"49131",18,2
"49132",13,3
"49133",12,3
"49134",14,3
"49135",15,3
"49136",13,2
"49137",12,NA
"49138",14,NA
"49139",12,NA
"49140",14,2
"49141",12,NA
"49142",16,2
"49143",14,NA
"49144",16,NA
"49145",17,NA
"49146",20,3
"49147",14,1
"49148",19,NA
"49149",16,NA
"49150",12,3
"49151",16,2
"49152",9,NA
"49153",16,NA
"49154",15,NA
"49155",20,NA
"49156",17,NA
"49157",13,NA
"49158",16,NA
"49159",14,1
"49160",16,NA
"49161",12,3
"49162",9,NA
"49163",12,3
"49164",12,NA
"49165",15,NA
"49166",6,2
"49167",12,NA
"49168",16,3
"49169",12,2
"49170",14,NA
"49171",13,NA
"49172",12,NA
"49173",20,NA
"49174",12,3
"49175",14,3
"49176",14,NA
"49177",13,NA
"49178",11,NA
"49179",12,NA
"49180",5,NA
"49181",11,2
"49182",12,NA
"49183",6,1
"49184",16,3
"49185",10,NA
"49186",12,NA
"49187",13,1
"49188",11,2
"49189",12,NA
"49190",16,3
"49191",9,2
"49192",10,NA
"49193",10,NA
"49194",11,NA
"49195",16,NA
"49196",11,2
"49197",12,2
"49198",13,NA
"49199",12,3
"49200",16,NA
"49201",12,NA
"49202",12,NA
"49203",14,NA
"49204",9,NA
"49205",12,NA
"49206",12,2
"49207",17,NA
"49208",13,NA
"49209",18,2
"49210",12,1
"49211",9,2
"49212",12,NA
"49213",16,3
"49214",11,NA
"49215",9,2
"49216",15,3
"49217",6,NA
"49218",16,NA
"49219",16,NA
"49220",16,NA
"49221",20,3
"49222",9,2
"49223",12,NA
"49224",9,2
"49225",13,NA
"49226",12,NA
"49227",13,NA
"49228",11,NA
"49229",14,2
"49230",13,NA
"49231",13,2
"49232",12,1
"49233",20,NA
"49234",12,NA
"49235",20,NA
"49236",13,NA
"49237",14,2
"49238",9,NA
"49239",10,NA
"49240",12,NA
"49241",13,NA
"49242",8,2
"49243",15,NA
"49244",0,NA
"49245",6,NA
"49246",12,NA
"49247",11,NA
"49248",12,NA
"49249",11,2
"49250",13,NA
"49251",12,NA
"49252",9,NA
"49253",12,NA
"49254",9,2
"49255",9,NA
"49256",17,2
"49257",12,NA
"49258",13,NA
"49259",2,3
"49260",16,1
"49261",8,NA
"49262",9,NA
"49263",9,NA
"49264",0,2
"49265",17,2
"49266",12,NA
"49267",17,2
"49268",12,2
"49269",12,NA
"49270",13,NA
"49271",12,NA
"49272",14,3
"49273",12,2
"49274",13,3
"49275",12,NA
"49276",15,NA
"49277",12,NA
"49278",12,3
"49279",16,NA
"49280",16,3
